blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Twitch	Cho'gath	Jayce	Lulu	Kennen	Tristana	Gragas	Syndra	Tahm Kench	Gnar	Sejuani	Braum	Kalista	Ashe	Varus	Caitlyn	Elise	Zac	Jax	Maokai	EULCS	0
Xayah	Maokai	Talon	Rakan	Cho'gath	Kalista	Sejuani	Orianna	Thresh	Shen	Gragas	Galio	Braum	Cassiopeia	Syndra	Zac	Caitlyn	Elise	LeBlanc	Gnar	EULCS	1
Varus	Cho'gath	Galio	Taric	Jarvan IV	Kalista	Sejuani	Corki	Braum	Shen	Rakan	Caitlyn	Thresh	Gnar	Talon	Elise	Gragas	Zac	Syndra	Cassiopeia	EULCS	1
Kog'Maw	Elise	Talon	Sejuani	Renekton	Ashe	Cho'gath	Cassiopeia	Thresh	Jarvan IV	Galio	Braum	Kalista	Gragas	Rumble	Zac	Caitlyn	Rakan	Tahm Kench	Blitzcrank	EULCS	0
Kalista	Maokai	Orianna	Trundle	Jarvan IV	Varus	Sejuani	Syndra	Braum	Camille	Caitlyn	LeBlanc	Rek'Sai	Jax	Tristana	Zac	Elise	Cho'gath	Thresh	Rakan	EULCS	1
Tristana	Sejuani	Syndra	Braum	Gnar	Kalista	Maokai	Vladimir	Rakan	Jarvan IV	Orianna	Taliyah	Elise	Thresh	Jayce	Zac	Cho'gath	Caitlyn	Camille	Jax	EULCS	1
Kalista	Cho'gath	Taliyah	Alistar	Gnar	Kog'Maw	Sejuani	Orianna	Braum	Camille	Caitlyn	LeBlanc	Tristana	Elise	Gragas	Zac	Maokai	Syndra	Jarvan IV	Thresh	EULCS	0
Caitlyn	Kayn	Orianna	Bard	Maokai	Jhin	Kha'zix	Taliyah	Janna	Cho'gath	LeBlanc	Nidalee	Thresh	Zyra	Gnar	Zac	Blitzcrank	Gragas	Syndra	Lucian	NALCS	1
Sivir	Maokai	Kassadin	Taric	Cho'gath	Jhin	Lee Sin	Taliyah	Thresh	Shen	LeBlanc	Gragas	Kayn	Gnar	Rek'Sai	Zac	Caitlyn	Elise	Syndra	Lucian	NALCS	1
Kog'Maw	Kayn	Cassiopeia	Braum	Maokai	Sivir	Gragas	Corki	Alistar	Cho'gath	LeBlanc	Taric	Thresh	Zyra	Rakan	Zac	Caitlyn	Bard	Kassadin	Orianna	NALCS	1
Tristana	Gragas	Orianna	Lulu	Gnar	Kalista	Cho'gath	Taliyah	Kennen	Jayce	LeBlanc	Syndra	Thresh	Rakan	Blitzcrank	Zac	Caitlyn	Elise	Kassadin	Galio	NALCS	1
Jhin	Cho'gath	Taliyah	Thresh	Jarvan IV	Tristana	Gragas	Orianna	Alistar	Renekton	LeBlanc	Gnar	Kalista	Galio	Camille	Zac	Caitlyn	Elise	Syndra	Lucian	NALCS	1
Tristana	Maokai	Taliyah	Thresh	Jarvan IV	Kalista	Graves	Cassiopeia	Rakan	Rumble	LeBlanc	Cho'gath	Syndra	Lucian	Jayce	Zac	Caitlyn	Elise	Gnar	Camille	NALCS	1
Tristana	Sejuani	Xerath	Thresh	Jarvan IV	Kalista	Graves	Cassiopeia	Blitzcrank	Maokai	Rumble	Galio	Zac	Jayce	Fiora	Syndra	LeBlanc	Caitlyn	Orianna	Taliyah	NALCS	0
Sivir	Graves	Taliyah	Janna	Maokai	Tristana	Sejuani	Corki	Braum	Jax	LeBlanc	Syndra	Thresh	Kassadin	Gnar	Zac	Caitlyn	Kalista	Karma	Taric	NALCS	1
Caitlyn	Maokai	Syndra	Soraka	Jarvan IV	Miss Fortune	Sejuani	Taliyah	Thresh	Rumble	Talon	LeBlanc	Shen	Kalista	Camille	Zac	Elise	Cho'gath	Aurelion Sol	Jax	NALCS	1
Varus	Elise	Corki	Tahm Kench	Gnar	Jhin	Rengar	Taliyah	Bard	Maokai	Aurelion Sol	Zac	Thresh	LeBlanc	Jax	Talon	Cho'gath	Caitlyn	Jayce	Lucian	NALCS	0
Jhin	Cho'gath	Twisted Fate	Janna	Camille	Kalista	Rumble	Taliyah	Kennen	Poppy	Elise	Galio	Thresh	Jayce	Lucian	Zac	Maokai	Caitlyn	LeBlanc	Corki	NALCS	1
Jhin	Jarvan IV	Corki	Thresh	Renekton	Caitlyn	Gragas	Lucian	Morgana	Rumble	LeBlanc	Cho'gath	Maokai	Camille	Jayce	Zac	Galio	Elise	Taliyah	Syndra	NALCS	1
Jhin	Jarvan IV	Orianna	Morgana	Rumble	Kalista	Gragas	Corki	Bard	Kled	Elise	Galio	Thresh	Renekton	Taliyah	Zac	Cho'gath	Caitlyn	Blitzcrank	Janna	NALCS	0
Jhin	Lee Sin	Corki	Tahm Kench	Maokai	Sivir	Elise	Orianna	Thresh	Jarvan IV	Kalista	Gnar	Gragas	Taliyah	Galio	Zac	Caitlyn	Cho'gath	Cassiopeia	LeBlanc	NALCS	0
Sivir	Elise	Taliyah	Thresh	Poppy	Kog'Maw	Gragas	Jayce	Braum	Maokai	LeBlanc	Cho'gath	Kassadin	Cassiopeia	Nidalee	Zac	Caitlyn	Kalista	Gnar	Jarvan IV	NALCS	1
Tristana	Nunu	Jayce	Alistar	Maokai	Kalista	Kayn	Taliyah	Braum	Galio	LeBlanc	Syndra	Thresh	Orianna	Kassadin	Zac	Caitlyn	Elise	Cassiopeia	Lucian	NALCS	1
Varus	Zac	Orianna	Taric	Shen	Twitch	Graves	Taliyah	Thresh	Cho'gath	LeBlanc	Kalista	Elise	Sivir	Tristana	Syndra	Caitlyn	Maokai	Jarvan IV	Camille	NALCS	1
Kalista	Nunu	Cassiopeia	Thresh	Shen	Tristana	Elise	Taliyah	Taric	Jarvan IV	LeBlanc	Syndra	Orianna	Renekton	Camille	Zac	Caitlyn	Maokai	Alistar	Gnar	NALCS	0
Kalista	Kha'zix	Corki	Braum	Rumble	Jhin	Maokai	Taliyah	Karma	Jarvan IV	Jax	Caitlyn	Thresh	LeBlanc	Camille	Talon	Zac	Elise	Lucian	Blitzcrank	NALCS	0
Kalista	Gragas	Taliyah	Thresh	Jarvan IV	Draven	Kha'zix	Corki	Blitzcrank	Camille	Talon	LeBlanc	Elise	Rumble	Tristana	Zac	Caitlyn	Maokai	Syndra	Jax	NALCS	0
Kalista	Lee Sin	Corki	Alistar	Rumble	Jhin	Elise	Galio	Tahm Kench	Camille	Thresh	Maokai	Jax	Renekton	Syndra	Talon	Zac	Caitlyn	LeBlanc	Lucian	NALCS	0
Tristana	Rengar	Taliyah	Soraka	Cho'gath	Jhin	Jarvan IV	Corki	Karma	Shen	Thresh	Elise	Galio	Rumble	Bard	Zac	Maokai	Caitlyn	Gnar	Blitzcrank	NALCS	0
Jhin	Jarvan IV	Galio	Thresh	Renekton	Kalista	Gragas	Taliyah	Blitzcrank	Fiora	Aurelion Sol	Cho'gath	Elise	LeBlanc	Gnar	Caitlyn	Zac	Maokai	Kassadin	Corki	NALCS	0
Caitlyn	Olaf	Syndra	Blitzcrank	Shen	Jhin	Rek'Sai	Taliyah	Thresh	Kled	Corki	Elise	Gragas	Jarvan IV	Renekton	Zac	Cho'gath	Maokai	Fiora	Sejuani	NALCS	0
Caitlyn	Gragas	Syndra	Karma	Renekton	Kalista	Cho'gath	Corki	Janna	Jarvan IV	LeBlanc	Rumble	Jhin	Gnar	Camille	Zac	Elise	Thresh	Taliyah	Cassiopeia	NALCS	0
Kalista	Cho'gath	Orianna	Janna	Kennen	Varus	Rek'Sai	Syndra	Zyra	Gnar	Thresh	Elise	Morgana	Taliyah	Jayce	Zac	Caitlyn	Rumble	Jarvan IV	Camille	NALCS	0
Caitlyn	Gragas	Syndra	Morgana	Shen	Kalista	Maokai	Corki	Sona	Camille	Rumble	Jhin	Cho'gath	LeBlanc	Taric	Zac	Elise	Thresh	Renekton	Taliyah	NALCS	1
Caitlyn	Gragas	Kassadin	Tahm Kench	Kled	Jhin	Sejuani	Taliyah	Thresh	Rumble	LeBlanc	Kalista	Zac	Camille	Jarvan IV	Elise	Galio	Aurelion Sol	Braum	Rakan	LMS	0
Kog'Maw	Elise	Galio	Tahm Kench	Kled	Ashe	Jarvan IV	Corki	Braum	Jax	Thresh	Taliyah	Kassadin	Rumble	Xayah	Zac	Caitlyn	Kalista	Camille	Gnar	LMS	0
Ashe	Jarvan IV	Orianna	Alistar	Rumble	Kalista	Gragas	Kassadin	Braum	Camille	Elise	Corki	Galio	Tristana	Xayah	Zac	Caitlyn	Thresh	Jhin	Rakan	LMS	0
Kalista	Maokai	Orianna	Braum	Jarvan IV	Tristana	Rek'Sai	Corki	Lulu	Kled	Cassiopeia	Thresh	Jhin	Rumble	Brand	Caitlyn	Galio	Zac	Sejuani	Gragas	LMS	1
Caitlyn	Rek'Sai	Corki	Tahm Kench	Jarvan IV	Jhin	Sejuani	Taliyah	Braum	Shen	Orianna	Galio	Maokai	Camille	Kalista	Cassiopeia	Thresh	Zac	Gragas	Rumble	LMS	0
Lucian	Rek'Sai	Galio	Braum	Rumble	Kalista	Elise	Cassiopeia	Rakan	Jarvan IV	Taliyah	LeBlanc	Thresh	Corki	Kled	Caitlyn	Zac	Nidalee	Kog'Maw	Xayah	LMS	0
Tristana	Rek'Sai	Orianna	Braum	Galio	Kalista	Elise	Azir	Rakan	Jarvan IV	Taliyah	LeBlanc	Thresh	Corki	Cassiopeia	Caitlyn	Zac	Nidalee	Kog'Maw	Xayah	LMS	0
Jhin	Gragas	Corki	Trundle	Jayce	Ashe	Jarvan IV	Kassadin	Galio	Camille	Taliyah	Elise	Zac	Brand	Zyra	Caitlyn	Thresh	Kalista	Rakan	Braum	LMS	1
Caitlyn	Elise	Corki	Braum	Renekton	Ashe	Gragas	Orianna	Thresh	Gnar	Kalista	Jayce	Kassadin	Jhin	Camille	Taliyah	Zac		Sejuani	Rek'Sai	LMS	0
Kalista	Gragas	Orianna	Braum	Shen	Tristana	Elise	Corki	Thresh	Jarvan IV	Xayah	Zac	Caitlyn	Camille	Taliyah	Galio	Rek'Sai	Lucian	Rumble	Renekton	LMS	0
Jhin	Lee Sin	Viktor	Thresh	Poppy	Kalista	Elise	Syndra	Alistar	Jarvan IV	Xayah	Zac	Taliyah	Rakan	Braum	Galio	Rek'Sai	Caitlyn	Renekton	Rumble	LMS	0
Jhin	Sejuani	Corki	Alistar	Rumble	Varus	Rek'Sai	Taliyah	Braum	Jax	Elise	Galio	Kalista	Gragas	Jarvan IV	Zac	Caitlyn	Thresh	Orianna	Zyra	LMS	0
Caitlyn	Gragas	Corki	Braum	Jarvan IV	Jhin	Elise	Taliyah	Rakan	Kled	Camille	Gnar	Zac	LeBlanc	Zyra	Galio	Kalista	Thresh	Jax	Fiora	LMS	1
Kalista	Gragas	Syndra	Blitzcrank	Gnar	Jhin	Jarvan IV	Corki	Thresh	Rumble	Taliyah	Cassiopeia	Zac	Tristana	Elise	Caitlyn	Kassadin	Orianna	Jayce	Braum	LMS	1
Jhin	Jarvan IV	Corki	Thresh	Jayce	Varus	Sejuani	Vel'koz	Braum	Renekton	Taliyah	Cassiopeia	Zac	Zed	Syndra	Caitlyn	Kalista	Gragas	Elise	Rek'Sai	LMS	0
Jhin	Elise	Corki	Braum	Camille	Ashe	Sejuani	Orianna	Lulu	Jarvan IV	Kassadin	Gragas	Caitlyn	Jayce	Thresh	Zac	Taliyah	Kalista	Renekton	Varus	LMS	1
Jinx	Sejuani	Corki	Braum	Jarvan IV	Varus	Elise	Kassadin	Zyra	Shen	Xayah	Kalista	Zac	Camille	Thresh	Caitlyn	Orianna	Taliyah	Jhin	Tristana	LMS	1
Tristana	Elise	Kassadin	Thresh	Poppy	Kalista	Sejuani	Corki	Taric	Camille	Braum	Orianna	Taliyah	Alistar	Rakan	Xayah	Zac	Caitlyn	Rek'Sai	Shen	LMS	1
Tristana	Rek'Sai	Taliyah	Thresh	Shen	Varus	Elise	Corki	Alistar	Poppy	Xayah	Kalista	Zac	Rumble	Zyra	Caitlyn	Orianna	Braum	Kog'Maw	Jinx	LMS	1
Kog'Maw	Sejuani	Jayce	Braum	Maokai	Kalista	Cho'gath	Cassiopeia	Shen	Fiora	Kha'zix	Rek'Sai	Trundle	Rumble	Alistar	Zac	Elise	Syndra	Taliyah	Orianna	CBLoL	0
Kalista	Elise	Zed	Thresh	Shen	Kog'Maw	Rengar	Taliyah	Trundle	Cho'gath	Jayce	Braum	Syndra	Renekton	Taric	Kha'zix	Rek'Sai	Zac	LeBlanc	Ahri	CBLoL	0
Tristana	Zac	Taliyah	Trundle	Galio	Jhin	Warwick	Orianna	Alistar	Gnar	Jayce	Braum	Renekton	Zed	Cassiopeia	Cho'gath	Kha'zix	Thresh	Shen	Kog'Maw	CBLoL	1
Corki	Sejuani	Orianna	Thresh	Gnar	Varus	Maokai	Lucian	Alistar	Cassiopeia	Taliyah	Cho'gath	Kha'zix	Xayah	Fiora	Jayce	Braum	Zac	Renekton	Jhin	CBLoL	0
Jhin	Sejuani	Cassiopeia	Alistar	Poppy	Kog'Maw	Maokai	Galio	Trundle	Gnar	Thresh	Syndra	Cho'gath	Orianna	Taric	Kalista	Elise	Zac	Yasuo	Jayce	CBLoL	1
Varus	Zac	Syndra	Braum	Renekton	Xayah	Nunu	Lucian	Alistar	Rumble	Kalista	Cassiopeia	Sejuani	Elise	Poppy	Jayce	Cho'gath	Thresh	Jhin	Taric	CBLoL	1
Xayah	Elise	Orianna	Rakan	Camille	Varus	Skarner	Syndra	Braum	Dr. Mundo	Cassiopeia	Zac	Cho'gath	Renekton	Rumble	Shen	Jayce	Sejuani	Zed	Taliyah	CBLoL	1
Caitlyn	Nidalee	Taliyah	Zyra	Renekton	Kalista	Sejuani	LeBlanc	Kennen	Kled	Shen	Jayce	Syndra	Blitzcrank	Thresh	Cassiopeia	Elise	Cho'gath	Zac	Gragas	CBLoL	0
Kalista	Gragas	Taliyah	Morgana	Jarvan IV	Caitlyn	Sejuani	Orianna	Braum	Camille	Shen	Jax	Elise	Varus	Tristana	Zac	Cho'gath	Jayce	Thresh	Rakan	TCL	1
Kog'Maw	Zac	Syndra	Braum	Gnar	Kalista	Sejuani	Orianna	Morgana	Camille	Taliyah	Jarvan IV	Jayce	Thresh	Rakan	Cho'gath	Shen	Elise	Varus	Tristana	TCL	0
Sivir	Cho'gath	Orianna	Taric	Gnar	Tristana	Sejuani	Syndra	Tahm Kench	Galio	Braum	Jayce	Gragas	Lulu	Thresh	Kalista	Elise	Rumble	Caitlyn	Jhin	TCL	0
Varus	Rek'Sai	Syndra	Thresh	Rumble	Caitlyn	Gragas	Orianna	Blitzcrank	Gnar	Kalista	Cho'gath	Ahri	Tahm Kench	Braum	Elise	Jayce	Sejuani	Tristana	Jhin	TCL	0
Vayne	Gragas	Karma	Taric	Cho'gath	Kog'Maw	Maokai	Orianna	Braum	Jarvan IV	Thresh	Caitlyn	Sejuani	Gnar	Jayce	Zac	Lulu	Elise	Twitch	Tristana	TCL	0
Kog'Maw	Sejuani	Corki	Thresh	Shen	Varus	Maokai	Taliyah	Tahm Kench	Trundle	Lulu	Orianna	Elise	Gnar	Karma	Caitlyn	Zac	Cho'gath	Jayce	LeBlanc	TCL	1
Tristana	Zac	Talon	Bard	Shen	Sivir	Gragas	Ekko	Braum	Gnar	Kalista	LeBlanc	Xayah	Kog'Maw	Twitch	Caitlyn	Elise	Rek'Sai	Jayce	Jarvan IV	TCL	1
Kog'Maw	Rek'Sai	Quinn	Janna	Rumble	Tristana	Kha'zix	Zed	Alistar	Jarvan IV	Caitlyn	Zac	Talon	Thresh	Blitzcrank	Elise	Kalista	Xayah	Jayce	Braum	TCL	1
Kalista	Cho'gath	Cassiopeia	Rakan	Jarvan IV	Kog'Maw	Rek'Sai	Taliyah	Braum	Maokai	Karma	Lulu	Orianna	Shen	Gnar	Zac	Sejuani	Elise	Syndra	Jax	TCL	0
Ashe	Zac	Taliyah	Taric	Gnar	Caitlyn	Trundle	Orianna	Braum	Yasuo	Sejuani	Elise	Cho'gath	Camille	Maokai	Lulu	Kog'Maw	Shen	Tahm Kench	Thresh	TCL	1
Caitlyn	Sejuani	Viktor	Braum	Rumble	Kog'Maw	Gragas	Orianna	Karma	Jarvan IV	Aurelion Sol	Taliyah	Maokai	Jhin	Varus	Cho'gath	Elise	Kalista	Jax	Gnar	TCL	0
Tristana	Maokai	Taliyah	Thresh	Trundle	Varus	Sejuani	Jayce	Tahm Kench	Rumble	LeBlanc	Kalista	Gnar	Jhin	Braum	Elise	Zac	Caitlyn	Camille	Jarvan IV	TCL	1
Tristana	Sejuani	Jayce	Braum	Rumble	Kalista	Maokai	Cassiopeia	Alistar	Jarvan IV	Talon	Caitlyn	Thresh	Camille	Rakan	Elise	LeBlanc	Zac	Syndra	Orianna	TCL	1
Jhin	Maokai	LeBlanc	Taric	Gnar	Kog'Maw	Jarvan IV	Jayce	Janna	Shen	Kalista	Elise	Xayah	Rumble	Lulu	Zac	Caitlyn	Thresh	Tahm Kench	Braum	TCL	0
Varus	Gragas	Taliyah	Braum	Jayce	Tristana	Maokai	Kassadin	Taric	Jarvan IV	Caitlyn	Zac	Kog'Maw	LeBlanc	Thresh	Kalista	Elise	Xayah	Shen	Renekton	TCL	1
Kalista	Rengar	Cassiopeia	Zyra	Maokai	Lucian	Nunu	Taliyah	Janna	Trundle	Thresh	Tristana	Galio	Shen	Rumble	Caitlyn	Zac	Elise	Kennen	Rakan	LCK	1
Kalista	Gragas	Galio	Rakan	Shen	Tristana	Elise	Lucian	Taric	Jarvan IV	Maokai	Rengar	Cassiopeia	Alistar	Kennen	Caitlyn	Zac	Thresh	Rumble	Renekton	LCK	1
Varus	Elise	Cassiopeia	Braum	Kled	Ashe	Maokai	Syndra	Zyra	Jarvan IV	Thresh	Gragas	Galio	Shen	Rek'Sai	Caitlyn	Zac	Kalista	Karma	Renekton	LCK	0
Xayah	Gragas	Syndra	Rakan	Maokai	Ashe	Elise	Taliyah	Morgana	Trundle	Jayce	Galio	Thresh	Zyra	Renekton	Zac	Caitlyn	Kalista	Lucian	LeBlanc	LCK	0
Tristana	Gragas	Orianna	Braum	Jayce	Xayah	Cho'gath	Galio	Taric	Jarvan IV	Maokai	Thresh	Caitlyn	Rakan	Janna	Zac	Elise	Kalista	Taliyah	Corki	LCK	1
Kalista	Rek'Sai	Galio	Taric	Maokai	Jhin	Gragas	Corki	Alistar	Cho'gath	Taliyah	Elise	Braum	Zyra	Trundle	Caitlyn	Zac	Thresh	Lucian	Rakan	LCK	0
Tristana	Elise	Galio	Braum	Cho'gath	Xayah	Rek'Sai	Orianna	Taric	Maokai	Rakan	Gragas	Kalista	Cassiopeia	Corki	Caitlyn	Zac	Taliyah	Trundle	Lucian	LCK	0
Xayah	Rek'Sai	Viktor	Rakan	Maokai	Jhin	Gragas	Orianna	Alistar	Jarvan IV	Taliyah	Braum	Kalista	Corki	Cho'gath	Caitlyn	Zac	Elise	Cassiopeia	Syndra	LCK	1
Kalista	Kha'zix	Syndra	Kennen	Jax	Tristana	Elise	Orianna	Alistar	Maokai	Galio	Taliyah	Thresh	Renekton	Rumble	Zac	Caitlyn	Jayce	Rakan	Braum	LCK	0
Tristana	Elise	Lucian	Alistar	Rumble	Kalista	Rengar	Syndra	Braum	Maokai	Thresh	Zac	Kha'zix	Orianna	Trundle	Caitlyn	Galio	Taliyah	LeBlanc	Cassiopeia	LCK	1
Varus	Jarvan IV	Orianna	Zyra	Maokai	Tristana	Cho'gath	Corki	Thresh	Gnar	Xayah	Rumble	Elise	Renekton	Galio	Zac	Caitlyn	Kalista	Cassiopeia	Rek'Sai	LCK	1
Xayah	Rek'Sai	Galio	Rakan	Rumble	Ashe	Gragas	Cassiopeia	Braum	Camille	Zyra	Maokai	Elise	Orianna	LeBlanc	Caitlyn	Zac	Kalista	Renekton	Jarvan IV	LCK	0
Kalista	Sejuani	Syndra	Blitzcrank	Jarvan IV	Kog'Maw	Lee Sin	Taliyah	Thresh	Jayce	Maokai	Galio	Caitlyn	Xayah	LeBlanc	Zac	Elise	Gragas	Braum	Orianna	LCK	1
Xayah	Elise	Malzahar	Rakan	Renekton	Tristana	Rek'Sai	Galio	Thresh	Rumble	Taliyah	Orianna	Gragas	Jax	Syndra	Zac	Caitlyn	Kalista	Lucian	Jayce	LCK	1
Kalista	Sejuani	Taliyah	Taric	Jax	Tristana	Cho'gath	Corki	Thresh	Gragas	Galio	Rakan	Jayce	Lucian	LeBlanc	Zac	Elise	Caitlyn	Blitzcrank	Alistar	LCK	1
Jhin	Zac	Orianna	Braum	Rumble	Kalista	Gragas	LeBlanc	Thresh	Jarvan IV	Galio	Gnar	Maokai	Jayce	Syndra	Taliyah	Cassiopeia	Sejuani	Tristana	Corki	LMS	1
Kalista	Rek'Sai	Corki	Braum	Rumble	Caitlyn	Graves	Taliyah	Thresh	Renekton	Galio	Maokai	Gnar	Elise	Jhin	Zac	Cassiopeia	Sejuani	Syndra	Karthus	LMS	1
Kalista	Elise	Corki	Leona	Renekton	Tristana	Jarvan IV	Kassadin	Thresh	Shen	Maokai	Xayah	Zac	Rek'Sai	Cho'gath	Gragas	Orianna	Syndra	Braum	Blitzcrank	LMS	0
Kalista	Cho'gath	Kassadin	Blitzcrank	Rumble	Tristana	Elise	Jayce	Thresh	Gnar	Maokai	Xayah	Zac	Camille	Taliyah	Orianna	Gragas	Syndra	Rek'Sai	Sejuani	LMS	1
Caitlyn	Cho'gath	Corki	Blitzcrank	Gnar	Tristana	Graves	Taliyah	Lulu	Sion	Maokai	Xayah	Zac	Rek'Sai	Elise	Orianna	Gragas	Kalista	Kassadin	Syndra	LMS	1
Caitlyn	Sejuani	Vladimir	Trundle	Jarvan IV	Tristana	Gragas	Corki	Braum	Shen	Tahm Kench	Elise	Maokai	Lucian	LeBlanc	Zac	Cho'gath	Kalista	Cassiopeia	Galio	EULCS	0
Kalista	Sejuani	Jayce	Alistar	Rumble	Xayah	Gragas	Corki	Rakan	Camille	Braum	Maokai	Elise	Cassiopeia	Kayn	Zac	Cho'gath	Caitlyn	Orianna	Lucian	EULCS	1
Varus	Elise	Jayce	Alistar	Gnar	Kalista	Cho'gath	Cassiopeia	Rakan	Maokai	Thresh	Janna	Zac	Orianna	Galio	Caitlyn	Taliyah	Syndra	Tristana	Kog'Maw	EULCS	1
Lucian	Zac	LeBlanc	Alistar	Cho'gath	Kalista	Jarvan IV	Orianna	Trundle	Maokai	Thresh	Janna	Elise	Gnar	Rek'Sai	Caitlyn	Taliyah	Syndra	Tristana	Varus	EULCS	1
Tristana	Gragas	LeBlanc	Trundle	Cho'gath	Kalista	Sejuani	Cassiopeia	Taric	Shen	Thresh	Corki	Maokai	Taliyah	Kassadin	Zac	Elise	Caitlyn	Lulu	Bard	NACS	0
Kalista	Gragas	Orianna	Taric	Gnar	Ashe	Maokai	Karthus	Alistar	Cho'gath	LeBlanc	Tristana	Elise	Lulu	Xerath	Thresh	Caitlyn	Zac	Cassiopeia	Taliyah	NACS	1
Kalista	Sejuani	Galio	Trundle	Renekton	Tristana	Cho'gath	Viktor	Taric	Jarvan IV	Thresh	Cassiopeia	Maokai	Orianna	Gnar	Zac	Elise	Caitlyn	LeBlanc	Lulu	NACS	1
Kalista	Sejuani	Orianna	Taric	Cho'gath	Varus	Maokai	Galio	Alistar	Renekton	LeBlanc	Elise	Tristana	Jarvan IV	Camille	Thresh	Caitlyn	Zac	Cassiopeia	Gnar	NACS	1
Tristana	Zac	Taliyah	Alistar	Camille	Caitlyn	Maokai	Orianna	Janna	Poppy	Xayah	Kassadin	Cho'gath	Jax	Galio	Kalista	Jhin	Rengar	LeBlanc	Corki	LMS	1
Varus	Zac	Corki	Thresh	Jax	Tristana	Elise	Taliyah	Blitzcrank	Maokai	Xayah	Kassadin	Caitlyn	Braum	Taric	Kalista	Jhin	Alistar	Orianna	LeBlanc	LMS	1
Tristana	Jarvan IV	Galio	Taric	Camille	Sivir	Maokai	Corki	Braum	Jax	Orianna	Thresh	Zac	Xayah	Jhin	Caitlyn	Kalista	Kassadin	Alistar	Brand	LMS	1
Kalista	Elise	Cassiopeia	Rakan	Maokai	Xayah	Rek'Sai	Taliyah	Alistar	Jarvan IV	Orianna	Thresh	Zac	Braum	Shen	Caitlyn	Galio	Kassadin	Jax	Rumble	LMS	1
Kalista	Jarvan IV	Orianna	Rakan	Camille	Tristana	Gragas	Jayce	Thresh	Rumble	Syndra	Braum	Elise	LeBlanc	Jax	Zac	Caitlyn	Cho'gath	Sejuani	Maokai	EULCS	0
Caitlyn	Gragas	Orianna	Trundle	Rumble	Kog'Maw	Maokai	Galio	Braum	Kled	Rakan	Kalista	LeBlanc	Camille	Tristana	Zac	Elise	Cho'gath	Thresh	Tahm Kench	EULCS	1
Caitlyn	Maokai	Cassiopeia	Tahm Kench	Jarvan IV	Ashe	Elise	Orianna	Braum	Gnar	Galio	Thresh	Cho'gath	Renekton	Taric	Zac	Kalista	Syndra	Trundle	Bard	EULCS	0
Varus	Elise	Kayn	Thresh	Gnar	Ashe	Sejuani	Syndra	Alistar	Jarvan IV	Orianna	Kalista	Maokai	Tahm Kench	Gragas	Zac	Cho'gath	Caitlyn	LeBlanc	Vladimir	EULCS	1
Twitch	Elise	Lucian	Thresh	Renekton	Xayah	Rek'Sai	Taliyah	Rakan	Cho'gath	Maokai	Orianna	Tristana	Cassiopeia	Galio	Caitlyn	Zac	Kalista	Ashe	Shen	LCK	1
Varus	Rek'Sai	Corki	Braum	Maokai	Ashe	Elise	Orianna	Thresh	Shen	Rakan	Tristana	Lucian	Renekton	Trundle	Caitlyn	Zac	Kalista	Jhin	Xayah	LCK	1
Ashe	Elise	Galio	Alistar	Renekton	Tristana	Rek'Sai	Cassiopeia	Thresh	Gnar	Maokai	Cho'gath	Corki	Shen	Orianna	Caitlyn	Kalista	Zac	Zyra	Braum	LCK	1
Kalista	Jarvan IV	Cassiopeia	Kennen	Rumble	Kog'Maw	Maokai	Syndra	Blitzcrank	Cho'gath	Thresh	Orianna	Elise	Xayah	Tristana	Zac	Caitlyn	Taliyah	Alistar	Braum	LCK	1
Kalista	Gragas	Corki	Maokai	Cho'gath	Xayah	Elise	Lucian	Alistar	Jax	Taliyah	Thresh	Rumble	Renekton	Tristana	Zac	Caitlyn	Orianna	Cassiopeia	Syndra	LCK	0
Jhin	Zac	Taliyah	Blitzcrank	Jayce	Sivir	Maokai	Corki	Janna	Shen	LeBlanc	Elise	Thresh	Poppy	Kassadin	Caitlyn	Kalista	Zyra	Draven	Rumble	NALCS	0
Jhin	Gragas	Corki	Taric	Camille	Sivir	Rek'Sai	Kassadin	Thresh	Cho'gath	Kalista	Elise	LeBlanc	Renekton	Shen	Zac	Caitlyn	Maokai	Zyra	Rumble	NALCS	1
Kalista	Gragas	Lucian	Zyra	Maokai	Tristana	Jarvan IV	Cassiopeia	Lulu	Shen	LeBlanc	Thresh	Caitlyn	Blitzcrank	Bard	Zac	Gnar	Elise	Orianna	Taliyah	NALCS	0
Tristana	Gragas	Syndra	Bard	Cho'gath	Sivir	Jarvan IV	Taliyah	Karma	Maokai	Gnar	Shen	Elise	Kalista	Blitzcrank	Zac	Caitlyn	Thresh	Cassiopeia	Corki	NALCS	1
Kalista	Sejuani	Orianna	Braum	Jarvan IV	Xayah	Gragas	Syndra	Rakan	Gnar	Maokai	Cho'gath	Alistar	Kha'zix	Warwick	Caitlyn	Elise	Zac	Galio	Taliyah	EULCS	1
