blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Varus	Jarvan IV	Galio	Alistar	Trundle	Kalista	Sejuani	Corki	Braum	Sion	Gangplank	Skarner	Taliyah	Cho'gath	Tahm Kench	Azir	Ryze	Camille	Taric	Gnar	LCK	1
Kalista	Sejuani	Taliyah	Rakan	Sion	Tristana	Skarner	Ekko	Alistar	Trundle	Varus	Ryze	Azir	LeBlanc	Orianna	Gangplank	Galio	Zoe	Thresh	Tahm Kench	LCK	1
Ezreal	Sejuani	Azir	Tahm Kench	Camille	Xayah	Zac	Taliyah	Rakan	Shen	Zoe	Galio	Skarner	Jarvan IV	Sion	Gangplank	Kalista	Ryze	Alistar	Braum	LCK	1
Kalista	Sejuani	Taliyah	Shen	Ornn	Varus	Skarner	Azir	Thresh	Gnar	Gangplank	Ezreal	Xayah	Alistar	Braum	Galio	Ryze	Zoe	Tahm Kench	Sion	LCK	0
Caitlyn	Kha'zix	Corki	Tahm Kench	Ornn	Tristana	Zac	Azir	Braum	Sion	Sejuani	Galio	Gangplank	Janna	Brand	Camille	Ryze	Skarner	Taric	Cho'gath	EULCS	1
Tristana	Jarvan IV	Azir	Braum	Cho'gath	Ezreal	Sejuani	Corki	Karma	Sion	Camille	Caitlyn	Fiora	Janna	Zilean	Ryze	Skarner	Galio	Alistar	Taric	EULCS	1
Xayah	Ivern	Galio	Rakan	Cho'gath	Caitlyn	Sejuani	Azir	Braum	Sion	Trundle	Kha'zix	Cassiopeia	Tristana	Ezreal	Skarner	Camille	Ryze	Shen	Zac	EULCS	1
Caitlyn	Skarner	Corki	Janna	Ornn	Ashe	Sejuani	Azir	Tahm Kench	Sion	Zac	Jarvan IV	Kha'zix	Varus	Jinx	Ryze	Galio	Camille	Cho'gath	Trundle	EULCS	0
Xayah	Jarvan IV	Anivia	Rakan	Shen	Sivir	Sejuani	Corki	Alistar	Sion	Tristana	Azir	Galio	Kassadin	Taliyah	Camille	Ryze	Skarner	Zac	Trundle	EULCS	1
Caitlyn	Camille	Ryze	Tahm Kench	Ornn	Xayah	Zac	Cassiopeia	Zilean	Sion	Sejuani	Galio	Ivern	Rakan	Janna	Kha'zix	Skarner	Braum	Jax	Jarvan IV	EULCS	0
Tristana	Sejuani	Veigar	Tahm Kench	Sion	Ezreal	Zac	Azir	Braum	Trundle	Camille	Cassiopeia	Caitlyn	Kha'zix	Jarvan IV	Skarner	Ryze	Xayah	Cho'gath	Ornn	EULCS	1
Caitlyn	Sejuani	Ryze	Alistar	Cho'gath	Ezreal	Jax	Anivia	Braum	Sion	Shen	Galio	Cassiopeia	Jarvan IV	Zac	Skarner	Xayah	Zilean	Trundle	Tahm Kench	EULCS	1
Tristana	Kha'zix	Corki	Braum	Maokai	Caitlyn	Zac	Azir	Thresh	Sion	Camille	Tahm Kench	Sejuani	Taric	Alistar	Ryze	Galio	Skarner	Cho'gath	Shen	EULCS	1
Tristana	Skarner	Viktor	Braum	Sion	Caitlyn	Olaf	Galio	Tahm Kench	Kled	Xayah	Azir	Sejuani	Thresh	Taric	Ryze	Camille	Varus	Cassiopeia	Corki	EULCS	1
Ashe	Kha'zix	Orianna	Tahm Kench	Sion	Xayah	Rek'Sai	Taliyah	Rakan	Riven	Galio	Camille	Ryze	Azir	Zac	Skarner	Alistar	Sejuani	Varus	Morgana	NAAc	1
Jinx	Lee Sin	Taliyah	Tahm Kench	Gnar	Kog'Maw	Rek'Sai	Orianna	Braum	Vladimir	Camille	Alistar	Sion	Azir	Varus	Ryze	Skarner	Galio	Ezreal	Tristana	NAAc	1
Ezreal	Kha'zix	Sion	Ornn	Vladimir	Caitlyn	Sejuani	Azir	Tahm Kench	Maokai	Cassiopeia	Braum	Galio	Camille	Cho'gath	Skarner	Ryze	Varus	Tristana	Xayah	NAAc	1
Ezreal	Sejuani	Ryze	Nami	Maokai	Xayah	Jax	Cassiopeia	Braum	Sion	Kha'zix	Yorick	Varus	Tristana	Kog'Maw	Syndra	Azir	Skarner	Camille	Tahm Kench	NAAc	0
Tristana	Nunu	Azir	Alistar	Cho'gath	Kalista	Kha'zix	Ziggs	Braum	Sion	Camille	Caitlyn	Kog'Maw	Tahm Kench	Ezreal	Sejuani	Skarner	Ryze	Rek'Sai	Jax	NAAc	1
Ezreal	Camille	Galio	Tahm Kench	Sion	Xayah	Nunu	Cassiopeia	Rakan	Maokai	Sejuani	Ryze	Azir	Caitlyn	Tristana	Evelynn	Skarner	Kha'zix	Braum	Alistar	NAAc	1
Varus	Rek'Sai	Ryze	Ornn	Maokai	Ashe	Kha'zix	Orianna	Bard	Illaoi	Cassiopeia	Galio	Braum	Tahm Kench	Alistar	Skarner	Sion	Ezreal	Cho'gath	Gnar	NAAc	0
Varus	Sejuani	Sion	Morgana	Lucian	Tristana	Skarner	Anivia	Braum	Cho'gath	Kha'zix	Lee Sin	Nidalee	Cassiopeia	Alistar	Riven	Ryze	Camille	Gnar	Azir	NAAc	1
Kog'Maw	Skarner	Ryze	Taric	Gnar	Jinx	Sejuani	Cassiopeia	Alistar	Maokai	Nunu	Cho'gath	Galio	Tristana	Ornn	Camille	Azir	Sion	Tahm Kench	Braum	NAAc	0
Varus	Skarner	Ryze	Tahm Kench	Gnar	Ezreal	Sejuani	Cassiopeia	Braum	Maokai	Azir	Kha'zix	Sion	Cho'gath	Yorick	Galio	Caitlyn	Taliyah	Morgana	Alistar	NAAc	0
Kalista	Skarner	Ryze	Tahm Kench	Camille	Tristana	Zac	Cassiopeia	Shen	Ornn	Azir	Braum	Caitlyn	Taric	Alistar	Galio	Zoe	Xayah	Jinx	Gnar	LMS	0
Caitlyn	Sejuani	Cassiopeia	Tahm Kench	Maokai	Ezreal	Jarvan IV	Ryze	Braum	Gnar	Azir	Zac	Skarner	Tristana	Varus	Zoe	Galio	Camille	Ornn	Sion	LMS	1
Kalista	Camille	Ryze	Thresh	Gnar	Ezreal	Kha'zix	Azir	Blitzcrank	Ornn	Zac	Skarner	Tristana	Alistar	Braum	Zoe	Sejuani	Caitlyn	Tahm Kench	Taric	LMS	1
Ezreal	Sejuani	Azir	Tahm Kench	Gnar	Tristana	Skarner	Corki	Braum	Ornn	Camille	Gangplank	Galio	Ryze	Taliyah	Xayah	Kalista	Zoe	Alistar	Taric	LMS	0
Varus	Sejuani	Veigar	Braum	Gangplank	Tristana	Skarner	Azir	Taric	Sion	Xayah	Zoe	Kalista	Vladimir	Gnar	Camille	Corki	Galio	Caitlyn	Ezreal	LMS	0
Tristana	Zac	Galio	Taric	Gangplank	Xayah	Sejuani	Vladimir	Rakan	Gnar	Zoe	Azir	Skarner	Taliyah	Ryze	Camille	Corki	Kalista	Tahm Kench	Alistar	LMS	0
Kalista	Zac	Azir	Braum	Gangplank	Caitlyn	Sejuani	Corki	Tahm Kench	Vladimir	Ornn	Xayah	Skarner	Gnar	Fiora	Camille	Kha'zix	Zoe	Thresh	Taric	LMS	1
Tristana	Nidalee	Azir	Alistar	Gnar	Ezreal	Sejuani	Galio	Tahm Kench	Gangplank	Kalista	Skarner	Braum	Caitlyn	Varus	Zoe	Xayah	Ornn	Taric	Vladimir	LMS	0
Kalista	Skarner	Azir	Kennen	Sion	Caitlyn	Sejuani	Corki	Tahm Kench	Cho'gath	Xayah	Zac	Gangplank	Varus	Ezreal	Zoe	Kha'zix	Camille	Braum	Taric	LMS	1
Ezreal	Skarner	Corki	Tahm Kench	Ornn	Xayah	Jarvan IV	Galio	Rakan	Sion	Zoe	Kha'zix	Azir	Camille	Sejuani	Braum	Gangplank	Kalista	Cassiopeia	Taliyah	LMS	0
Kalista	Skarner	Taliyah	Tahm Kench	Sion	Xayah	Camille	Ryze	Rakan	Gangplank	Zac	Azir	Ornn	Jarvan IV	Kha'zix	Sejuani	Zoe	Galio	Alistar	Thresh	LMS	0
Tristana	Sejuani	Ryze	Taric	Gnar	Caitlyn	Skarner	Syndra	Braum	Sion	Xayah	Taliyah	Galio	Camille	Gangplank	Zac	Azir	Zoe	Alistar	Tahm Kench	LMS	0
Xayah	Jarvan IV	Karma	Alistar	Ornn	Caitlyn	Sejuani	Taliyah	Rakan	Vladimir	Skarner	Kalista	Braum	Syndra	Galio	Zac	Azir	Zoe	Ryze	Gangplank	LMS	1
Ezreal	Sejuani	Azir	Taric	Gangplank	Varus	Skarner	Ryze	Braum	Ornn	Galio	Kalista	Gnar	Caitlyn	Tristana	Zoe	Camille	Xayah	Alistar	Tahm Kench	LMS	0
Caitlyn	Sejuani	Ryze	Janna	Gangplank	Tristana	Zac	Cassiopeia	Braum	Ornn	Kalista	Gnar	Skarner	Varus	Ezreal	Zoe	Xayah	Camille	Tahm Kench	Alistar	LMS	0
Xayah	Kha'zix	Orianna	Rakan	Shen	Tristana	Jax	Corki	Alistar	Sion	Cassiopeia	Sejuani	Galio	Trundle	Gangplank	Ryze	Skarner	Azir	Cho'gath	Taliyah	NALCS	1
Ezreal	Sejuani	Syndra	Braum	Camille	Caitlyn	Nunu	Azir	Morgana	Cho'gath	Cassiopeia	Sion	Rakan	Zac	Shen	Skarner	Ryze	Galio	Taliyah	Viktor	NALCS	1
Xayah	Zac	Taliyah	Rakan	Cho'gath	Varus	Kha'zix	Ryze	Leona	Maokai	Azir	Caitlyn	Sion	Illaoi	Alistar	Galio	Skarner	Shen	Cassiopeia	Orianna	NALCS	1
Xayah	Volibear	Ryze	Rakan	Cho'gath	Varus	Zac	Azir	Alistar	Trundle	Cassiopeia	Sejuani	Ezreal	Gangplank	Illaoi	Galio	Skarner	Kha'zix	Sion	Gnar	NALCS	1
Caitlyn	Skarner	Azir	Thresh	Maokai	Ezreal	Sejuani	Syndra	Morgana	Cho'gath	Cassiopeia	Camille	Braum	Tahm Kench	Taric	Ryze	Xayah	Varus	Alistar	Sion	NALCS	1
Varus	Skarner	Ryze	Thresh	Sion	Ezreal	Olaf	Azir	Alistar	Camille	Galio	Gangplank	Tahm Kench	Sejuani	Jarvan IV	Kalista	Zoe	Xayah	Braum	Shen	LCK	0
Xayah	Jax	Ryze	Rakan	Gnar	Caitlyn	Sejuani	Cassiopeia	Tahm Kench	Sion	Zoe	Varus	Gangplank	Syndra	Taliyah	Galio	Azir	Kalista	Zac	Camille	LCK	1
Tristana	Olaf	Zoe	Tahm Kench	Sion	Varus	Jarvan IV	Malzahar	Alistar	Trundle	Zac	Xayah	Galio	Braum	Thresh	Kalista	Skarner	Gangplank	Sejuani	Nidalee	LCK	1
Varus	Skarner	Corki	Leona	Ornn	Kalista	Sejuani	Azir	Rakan	Illaoi	Olaf	Tahm Kench	Gangplank	Taliyah	Gnar	Zac	Zoe	Galio	Syndra	Ryze	LCK	0
Varus	Jarvan IV	Ryze	Alistar	Trundle	Tristana	Sejuani	Orianna	Braum	Sion	Skarner	Gangplank	Gnar	Cassiopeia	Taliyah	Galio	Kalista	Azir	Tahm Kench	Taric	LCK	1
Xayah	Kha'zix	Ryze	Rakan	Ornn	Ezreal	Jax	Zoe	Leona	Gnar	Azir	Varus	Gangplank	Sejuani	Jarvan IV	Skarner	Galio	Kalista	Jayce	Sion	LCK	1
Varus	Zac	Zoe	Leona	Sion	Xayah	Sejuani	Malzahar	Rakan	Ornn	Skarner	Gangplank	Kalista	Gnar	Trundle	Galio	Azir	Ryze	Jarvan IV	Jax	LCK	1
Xayah	Sejuani	Galio	Rakan	Ornn	Caitlyn	Skarner	Corki	Leona	Swain	Sion	Gangplank	Zoe	Poppy	Zac	Kalista	Gnar	Varus	Camille	Kha'zix	LCK	0
Caitlyn	Skarner	Taliyah	Tahm Kench	Sion	Ezreal	Sejuani	Azir	Braum	Camille	Gnar	Ryze	Varus	Ornn	Trundle	Galio	Gangplank	Kalista	Zoe	Corki	LCK	0
Ezreal	Camille	Galio	Janna	Cho'gath	Caitlyn	Skarner	Azir	Tahm Kench	Ornn	Gangplank	Corki	Swain	Poppy	Sion	Gnar	Varus	Kalista	Braum	Alistar	LCK	0
Ezreal	Skarner	Azir	Karma	Ornn	Sivir	Zac	Zoe	Lulu	Sion	Xayah	Camille	Trundle	Tristana	Braum	Ryze	Swain	Caitlyn	Thresh	Gangplank	NALCS	1
Xayah	Lee Sin	Cassiopeia	Rakan	Maokai	Caitlyn	Kha'zix	Orianna	Braum	Cho'gath	Azir	Varus	Ryze	Trundle	Tahm Kench	Skarner	Sion	Galio	Sejuani	Rek'Sai	NALCS	0
Xayah	Sejuani	Viktor	Rakan	Poppy	Ezreal	Zac	Galio	Tahm Kench	Camille	Cassiopeia	Azir	Braum	Varus	Alistar	Ryze	Skarner	Kha'zix	Taliyah	Corki	NALCS	1
Xayah	Volibear	Azir	Braum	Cho'gath	Varus	Lee Sin	Veigar	Rakan	Maokai	Sion	Galio	Kha'zix	Jax	Zac	Skarner	Ryze	Sejuani	Alistar	Tahm Kench	NALCS	1
Ezreal	Zac	Vel'koz	Braum	Sion	Caitlyn	Sejuani	Azir	Tahm Kench	Cho'gath	Varus	Kha'zix	Ryze	Morgana	Trundle	Galio	Skarner	Rakan	Camille	Vladimir	NALCS	0
Varus	Zac	Azir	Braum	Ornn	Ezreal	Sejuani	Taliyah	Taric	Sion	Xayah	Kalista	Galio	Vladimir	Gnar	Gangplank	Camille	Zoe	Skarner	Kha'zix	LMS	1
Varus	Sejuani	Azir	Braum	Vladimir	Tristana	Skarner	Ryze	Alistar	Gangplank	Xayah	Kalista	Galio	Taric	Tahm Kench	Zoe	Camille	Zac	Gnar	Ornn	LMS	1
Ezreal	Sejuani	Corki	Taric	Trundle	Xayah	Skarner	Sion	Lulu	Vladimir	Camille	Braum	Varus	Rakan	Fizz	Tahm Kench	Alistar	Galio	Fiora	Gnar	CBLoL	1
Xayah	Skarner	Orianna	Leona	Vladimir	Varus	Sejuani	Corki	Braum	Cho'gath	Tahm Kench	Alistar	Galio	Fiora	Gnar	Ezreal	Sion	Camille	Fizz	Azir	CBLoL	1
Tristana	Sejuani	Orianna	Thresh	Sion	Ezreal	Zac	Azir	Braum	Trundle	Tahm Kench	Alistar	Galio	Fiora	Gnar	Camille	Skarner	Xayah	Vladimir	Taric	CBLoL	0
Caitlyn	Skarner	Corki	Braum	Shen	Ezreal	Jarvan IV	Azir	Zilean	Cho'gath	Alistar	Camille	Rakan	Tahm Kench	Taric	Vladimir	Sion	Galio	Ryze	Ornn	CBLoL	1
Caitlyn	Sejuani	Cassiopeia	Braum	Ornn	Varus	Jarvan IV	Orianna	Alistar	Cho'gath	Vladimir	Sion	Galio	Shen	Ryze	Camille	Rakan	Azir	Tahm Kench	Taric	CBLoL	1
Kog'Maw	Skarner	Azir	Braum	Sion	Xayah	Jarvan IV	Cassiopeia	Taric	Ornn	Camille	Rakan	Alistar	Kassadin	Ryze	Vladimir	Caitlyn	Galio	Ezreal	Tristana	CBLoL	0
Xayah	Jarvan IV	Ryze	Rakan	Shen	Ezreal	Sejuani	Syndra	Alistar	Camille	Gangplank	Sion	Galio	Braum	Corki	Zilean	Azir	Vladimir	Skarner	Zac	CBLoL	1
Vayne	Zac	Syndra	Lulu	Vladimir	Tristana	Rek'Sai	Ryze	Braum	Poppy	Zilean	Azir	Camille	Ornn	Varus	Sion	Galio	Xayah	Taric	Shen	CBLoL	0
Ezreal	Sejuani	Cassiopeia	Leona	Cho'gath	Tristana	Skarner	Ryze	Taric	Trundle	Galio	Camille	Azir	Alistar	Braum	Caitlyn	Sion	Xayah	Tahm Kench	Shen	CBLoL	1
Xayah	Sejuani	Orianna	Rakan	Swain	Ezreal	Jarvan IV	Azir	Leona	Vladimir	Caitlyn	Ryze	Sion	Ornn	Cho'gath	Galio	Camille	Alistar	Corki	Taliyah	CBLoL	0
Caitlyn	Sejuani	Orianna	Taric	Trundle	Ezreal	Gragas	Corki	Tahm Kench	Sion	Camille	Ryze	Tristana	Braum	Alistar	Skarner	Galio	Taliyah	Cassiopeia	Azir	TCL	1
Caitlyn	Skarner	Taliyah	Tahm Kench	Ornn	Xayah	Zac	Kassadin	Rakan	Shen	Camille	Sion	Gnar	Galio	Azir	Ryze	Cassiopeia	Kha'zix	Morgana	Braum	TCL	1
Tristana	Sejuani	Aurelion Sol	Braum	Shen	Kog'Maw	Zac	Ryze	Tahm Kench	Sion	Jarvan IV	Galio	Kha'zix	Xayah	Kalista	Skarner	Azir	Caitlyn	Fiora	Trundle	TCL	1
Caitlyn	Skarner	Cassiopeia	Janna	Cho'gath	Kalista	Sejuani	Orianna	Tahm Kench	Ornn	Ryze	Tristana	Camille	Sion	Trundle	Taliyah	Azir	Jarvan IV	Corki	Gnar	TCL	1
Caitlyn	Jarvan IV	Galio	Janna	Shen	Tristana	Sejuani	Cassiopeia	Taric	Sion	Ryze	Camille	Xayah	Corki	Taliyah	Skarner	Azir	Braum	Trundle	Ornn	TCL	1
Caitlyn	Camille	Ryze	Braum	Ornn	Tristana	Kha'zix	Aurelion Sol	Alistar	Shen	Taliyah	Skarner	Galio	Gnar	Gragas	Sion	Sejuani	Jarvan IV	Jax	Zac	TCL	0
Sivir	Jarvan IV	Taliyah	Braum	Sion	Ezreal	Camille	Galio	Janna	Cho'gath	Caitlyn	Xayah	Sejuani	Zac	Gragas	Skarner	Kalista	Cassiopeia	Tristana	Tahm Kench	TCL	0
Kalista	Sejuani	Galio	Morgana	Gnar	Xayah	Jarvan IV	Taliyah	Janna	Cho'gath	Camille	Tristana	Azir	Ryze	Urgot	Skarner	Caitlyn	Nidalee	Cassiopeia	Sion	TCL	0
Varus	Jarvan IV	Ryze	Taric	Trundle	Kog'Maw	Sejuani	Sion	Thresh	Jayce	Skarner	Taliyah	Kha'zix	Cassiopeia	Tahm Kench	Galio	Xayah	Tristana	Alistar	Braum	LCK	0
Xayah	Olaf	Galio	Rakan	Sion	Ezreal	Camille	Gangplank	Leona	Cho'gath	Tristana	Varus	Sejuani	Tahm Kench	Trundle	Skarner	Taliyah	Jayce	Jarvan IV	Kha'zix	LCK	1
Kalista	Olaf	Galio	Thresh	Vladimir	Tristana	Sejuani	Corki	Braum	Ornn	Swain	Skarner	Sion	Cho'gath	Gnar	Varus	Ryze	Gangplank	Xayah	Caitlyn	LCK	0
Ezreal	Sejuani	Ryze	Taric	Ornn	Tristana	Olaf	Azir	Braum	Vladimir	Varus	Camille	Taliyah	Gangplank	Illaoi	Sion	Skarner	Swain	Janna	Gnar	LCK	1
Xayah	Riven	Galio	Taric	Cho'gath	Tristana	Camille	Azir	Janna	Ornn	Taliyah	Cassiopeia	Kha'zix	Tahm Kench	Braum	Sion	Ryze	Skarner	Rakan	Alistar	TCL	0
Xayah	Gragas	Azir	Rakan	Shen	Sivir	Sejuani	Corki	Braum	Cho'gath	Galio	Tristana	Caitlyn	Aurelion Sol	Ornn	Sion	Ryze	Skarner	Jarvan IV	Zac	TCL	1
Caitlyn	Zac	Ryze	Leona	Ornn	Varus	Sejuani	Cassiopeia	Thresh	Cho'gath	Sion	Camille	Galio	Janna	Braum	Skarner	Taliyah	Jarvan IV	Taric	Tahm Kench	TCL	1
Varus	Sejuani	Corki	Braum	Cho'gath	Kalista	Jarvan IV	Galio	Morgana	Jayce	Ryze	Camille	Xayah	Tahm Kench	Taric	Skarner	Caitlyn	Tristana	Azir	Taliyah	TCL	0
Caitlyn	Olaf	Azir	Taric	Cho'gath	Ezreal	Jarvan IV	Sion	Tahm Kench	Camille	Varus	Zac	Sejuani	Alistar	Taliyah	Galio	Ryze	Xayah	Gnar	Braum	LCK	1
Xayah	Sejuani	Sion	Rakan	Gnar	Tristana	Skarner	Ryze	Leona	Ornn	Olaf	Caitlyn	Galio	Alistar	Taric	Varus	Kha'zix	Azir	Cassiopeia	Taliyah	LCK	0
Kalista	Kha'zix	Galio	Leona	Ornn	Tristana	Sejuani	Vel'koz	Braum	Camille	Varus	Ryze	Azir	Taliyah	Corki	Skarner	Caitlyn	Rakan	Thresh	Alistar	LCK	0
Tristana	Zac	Vel'koz	Braum	Camille	Kog'Maw	Sejuani	Azir	Tahm Kench	Fiora	Skarner	Caitlyn	Rakan	Gnar	Corki	Ryze	Galio	Varus	Taliyah	Sion	LCK	1
Ezreal	Sejuani	Ryze	Taric	Cho'gath	Varus	Olaf	Taliyah	Alistar	Gnar	Sion	Xayah	Thresh	Trundle	Camille	Galio	Tristana	Skarner	Tahm Kench	Braum	LCK	0
Varus	Olaf	Azir	Braum	Camille	Sivir	Sejuani	Ryze	Tahm Kench	Jax	Ezreal	Sion	Tristana	Cho'gath	Fiora	Galio	Xayah	Taliyah	Gnar	Gangplank	LCK	1
Xayah	Kha'zix	Kassadin	Rakan	Sion	Varus	Sejuani	Taliyah	Tahm Kench	Fiora	Olaf	Azir	Ryze	Camille	Vladimir	Gangplank	Galio	Skarner	Jarvan IV	Zac	LCK	1
Kalista	Jarvan IV	Taliyah	Thresh	Sion	Xayah	Sejuani	LeBlanc	Rakan	Gnar	Gangplank	Skarner	Ryze	Ornn	Shen	Galio	Olaf	Azir	Camille	Vladimir	LCK	0
Ezreal	Jarvan IV	Azir	Braum	Cho'gath	Jinx	Sejuani	Ekko	Tahm Kench	Sion	Camille	Caitlyn	Galio	Varus	Kog'Maw	Ryze	Xayah	Tristana	Skarner	Olaf	EULCS	0
Xayah	Jarvan IV	Vladimir	Rakan	Gnar	Caitlyn	Sejuani	Azir	Morgana	Ornn	Kha'zix	Sion	Camille	Tahm Kench	Braum	Skarner	Ryze	Olaf	Galio	Veigar	EULCS	0
Varus	Olaf	Galio	Braum	Maokai	Caitlyn	Zac	Ryze	Janna	Cho'gath	Cassiopeia	Camille	Tristana	Trundle	Sion	Anivia	Shen	Xayah	Rakan	Alistar	EULCS	0
Varus	Olaf	Syndra	Braum	Maokai	Kog'Maw	Skarner	Azir	Tahm Kench	Cho'gath	Camille	Sion	Galio	Kha'zix	Sejuani	Ryze	Tristana	Zac	Veigar	Corki	EULCS	0
Caitlyn	Kha'zix	Galio	Morgana	Cho'gath	Xayah	Sejuani	Corki	Janna	Ornn	Camille	Sion	Olaf	Rakan	Braum	Ryze	Tristana	Skarner	Tahm Kench	Alistar	EULCS	1
Caitlyn	Jarvan IV	Ryze	Thresh	Shen	Tristana	Zac	Sion	Braum	Vladimir	Anivia	Camille	Xayah	Cassiopeia	Tahm Kench	Olaf	Skarner	Galio	Cho'gath	Janna	EULCS	1
Caitlyn	Sejuani	Veigar	Braum	Cho'gath	Tristana	Skarner	Azir	Lulu	Sion	Camille	Zac	Galio	Janna	Zilean	Anivia	Kog'Maw	Ryze	Alistar	Corki	EULCS	0
Caitlyn	Skarner	Azir	Morgana	Ornn	Varus	Sejuani	Ekko	Janna	Camille	Cassiopeia	Tahm Kench	Sion	Corki	Thresh	Ryze	Xayah	Galio	Shen	Cho'gath	EULCS	1
Tristana	Kha'zix	Taliyah	Janna	Sion	Caitlyn	Sejuani	Kassadin	Tahm Kench	Shen	Azir	Olaf	Ryze	Cho'gath	Camille	Galio	Skarner	Xayah	Braum	Taric	EULCS	1
Tristana	Kha'zix	Azir	Alistar	Maokai	Varus	Sejuani	Corki	Braum	Cho'gath	Tahm Kench	Zac	Olaf	Camille	Sion	Ryze	Galio	Skarner	Trundle	Shen	EULCS	1
Ezreal	Zac	Ziggs	Tahm Kench	Gangplank	Tristana	Sejuani	Azir	Taric	Gnar	Camille	Olaf	Xayah	Braum	Vladimir	Sion	Skarner	Varus	Ryze	Corki	LCK	0
Caitlyn	Skarner	Azir	Tahm Kench	Trundle	Tristana	Zac	Ryze	Taric	Cho'gath	Sion	Sejuani	Corki	Ornn	Swain	Gangplank	Xayah	Olaf	Camille	Gnar	LCK	0
Caitlyn	Jax	Ryze	Taric	Gangplank	Varus	Sejuani	Taliyah	Thresh	Camille	Olaf	Xayah	Gnar	Galio	Braum	Sion	Skarner	Zac	Tristana	Ezreal	LCK	0
Ezreal	Olaf	Ryze	Leona	Rumble	Xayah	Zac	Azir	Rakan	Fiora	Tristana	Sejuani	Sion	Taliyah	Camille	Galio	Caitlyn	Gnar	Tahm Kench	Alistar	LCK	1
Varus	Sejuani	Vel'koz	Alistar	Gnar	Ashe	Olaf	Azir	Braum	Camille	Galio	Caitlyn	Xayah	Ezreal	Kog'Maw	Tristana	Sion	Ryze	Fiora	Tahm Kench	LCK	1
Xayah	Skarner	Taliyah	Rakan	Gangplank	Varus	Sejuani	Karma	Braum	Camille	Tristana	Sion	Ezreal	Alistar	Azir	Galio	Caitlyn	Ryze	Gnar	Fiora	LCK	0
Ezreal	Sejuani	Sion	Braum	Gangplank	Tristana	Zac	Azir	Taric	Ornn	Varus	Ryze	Olaf	Camille	Vladimir	Rakan	Galio	Skarner	Alistar	Kassadin	LCK	1
Kog'Maw	Olaf	Ryze	Tahm Kench	Gnar	Ezreal	Sejuani	Taliyah	Blitzcrank	Camille	Rakan	Galio	Sion	Gangplank	Braum	Varus	Zac	Azir	Kalista	Alistar	LCK	0
Caitlyn	Sejuani	Azir	Janna	Gangplank	Tristana	Jarvan IV	Syndra	Braum	Gnar	Rakan	Skarner	Olaf	Kha'zix	Zac	Galio	Sion	Varus	Camille	Jayce	LCK	1
Tristana	Olaf	Corki	Taric	Gangplank	Varus	Nidalee	Galio	Braum	Camille	Sion	Azir	Sejuani	Kha'zix	Jax	Rakan	Kog'Maw	Kalista	Fiora	Cho'gath	LCK	0
Xayah	Kha'zix	Syndra	Rakan	Shen	Varus	Skarner	Orianna	Leona	Trundle	Camille	Caitlyn	Galio	Gnar	Singed	Sion	Azir	Ryze	Lucian	Taliyah	NAAc	1
Kog'Maw	Olaf	Ryze	Janna	Shen	Varus	Warwick	Anivia	Tahm Kench	Gangplank	Kha'zix	Illaoi	Galio	Orianna	Cassiopeia	Sion	Skarner	Ezreal	Caitlyn	Xayah	NAAc	0
Xayah	Zac	Azir	Rakan	Shen	Varus	Kha'zix	Sion	Alistar	Gangplank	Olaf	Skarner	Gnar	Leona	Trundle	Ryze	Galio	Vladimir	Orianna	Anivia	NAAc	1
Varus	Kha'zix	Azir	Thresh	Cho'gath	Xayah	Rek'Sai	Ryze	Rakan	Shen	Lee Sin	Tahm Kench	Skarner	Olaf	Sejuani	Camille	Sion	Fiora	Cassiopeia	Galio	NAAc	0
Caitlyn	Sejuani	Viktor	Braum	Sion	Xayah	Olaf	Galio	Rakan	Riven	Ryze	Zac	Kha'zix	Shen	Cho'gath	Skarner	Azir	Camille	Cassiopeia	Morgana	NAAc	0
Kog'Maw	Jarvan IV	Galio	Braum	Gnar	Ashe	Zac	Orianna	Alistar	Cho'gath	Kha'zix	Varus	Gangplank	Azir	Camille	Skarner	Sion	Xayah	Morgana	Janna	NAAc	0
Xayah	Evelynn	Galio	Rakan	Ornn	Varus	Sejuani	Cassiopeia	Leona	Sion	Ryze	Skarner	Olaf	Shen	Cho'gath	Kha'zix	Camille	Azir	Gnar	Trundle	NAAc	0
Caitlyn	Gragas	Taliyah	Tahm Kench	Sion	Xayah	Sejuani	Cassiopeia	Rakan	Shen	Olaf	Skarner	Kha'zix	Anivia	Camille	Ryze	Galio	Azir	Jarvan IV	Rek'Sai	NAAc	0
Xayah	Rek'Sai	Cassiopeia	Rakan	Sion	Varus	Sejuani	Galio	Leona	Kled	Camille	Skarner	Ryze	Alistar	Shen	Kha'zix	Azir	Olaf	Lee Sin	Jax	NAAc	1
Ezreal	Zac	Galio	Braum	Ornn	Xayah	Sejuani	Azir	Rakan	Poppy	Corki	Olaf	Sion	Orianna	Cassiopeia	Evelynn	Camille	Jarvan IV	Caitlyn	Varus	CBLoL	0
